,kcat_MW
A_METSOXR1_num1,93.84212488
B_MDDEP4pp_num5,776.925935
B_PPA_num1,2608.907846
A_I4FE4ST,158.22660980000003
A_MDDCP2pp_num1,554.9412951
B_GALM2pp,1378.834235
A_GALT1,2328.8771739999997
B_SUCOAS_reverse,258.5276386
B_CTECOAI6,153.57022790000002
B_DGUNC_num2,458.8325306
A_AAMYL,414.73632349999997
A_KAS14_num1,109.85987220000001
B_PDH,784.1083024000001
B_GARFT,17350.66679
A_EAR100y,83.44142386
A_DASYN161,8927.379204
A_THRD_L_num2,404.70880889999995
B_PLIPA2A140pp,140.50452140000002
B_ALDD2y_num2,262.4078699
A_MLTGY1pp_num1,641.0190694
B_PHYTSpp,405.87834289999995
A_NO3R2pp_num2,3261.846234
A_SELR,56.95752371
A_PTRCTA,363.7214282
B_RNTR2c2_num1,124.20818529999998
B_PLIPA1E120pp,140.2167101
B_G1PTT_num1,79.52752913
A_SHK3Dr_reverse,472.40639460000006
A_MDDCP4pp_num5,271.5475951
B_AGPAT161,20981.160669999997
A_TKT2_num1,2243.85592
A_ACOAD2f,4777.097638
A_ALCD19_num2,17.42194641
B_ECOAH3_num2,277.19327519999996
B_E4PD_num2,65.59102339
B_XYHDL,330.6809338
B_O16AP1pp,226.5348668
B_SARCOX,445.94933080000004
B_PSD160,671.2231177
B_PYDXPP_num1,972.4715042000001
B_F1PP_num3,1308.549041
A_PLIPA2G120pp,140.68471069999998
B_RNTR2c2_num4,167.48688810000002
A_QUINDH,151.13541740000002
B_NADDP_num1,179.157657
B_I4FE4SR,0.51990815
A_S4FE4ST,246.9300714
B_DHORD5,1051.1950960000001
B_MDDEP1pp_num4,579.5630940000001
A_GLXCL,392.9434877
A_NADH10_num2,457.6781362
A_NTD3_num1,247.914023
B_ARMEPNS,949.4977434
A_4HTHRK,384.1522668
B_RNDR4b_num4,672.8022639999999
B_PYNP2r,275.983358
A_MLTGY1pp_num8,828.2277974
B_GRTT,13.433002900000002
B_NDPK4_reverse_num1,1091.813352
A_MDDCP4pp_num2,134.95558490000002
B_DTARTD,378.0153885
A_ASPO4,154.40299140000002
B_PRASCSi,155.5843675
A_PYDXPP_num3,988.6293331
A_MLDEP1pp,708.1242001
A_NADPHQR4,383.9484395
B_NADH10_num2,457.6781362
B_ICDHyr,432.7235137
B_AGPAT120,338.76713650000005
A_PACCOAL,431.51874010000006
B_NDPK8_num2,245.285987
A_2DDARAA_reverse_num1,296.08512010000004
A_DMSOR2pp,614.7981472
A_ALDD19xr,111.9378686
B_MDDEP2pp_num3,3226.4518829999997
B_AGM4PA,978.7323366
A_F1PP_num4,1012.9652689999999
A_3PEPTabcpp_num1,126.09633090000001
A_ACOTA_reverse_num1,356.36950319999994
B_LPLIPAL2E181,238.5956461
B_NTPP8_num2,221.26434280000004
A_LGTHL,320.29271669999997
B_PGPP161_num2,328.9892202
B_AGM3PApp_num4,759.9962722999999
A_CDGUNPD_num4,4287.708853
A_NTD8pp_num1,151.9308139
B_NTP10_num2,280.027846
A_FCLPA_num1,1061.419028
A_MOAT2,4491.33135
B_FACOAL100t2pp_num2,319.3033359
B_MDDEP2pp_num2,6500.367765999999
B_ASPTA_reverse_num2,868.2110718
A_RNDR4b_num1,669.1550092
B_ASPK_num3,6504.619993
A_GCALDD,0.344347347
B_PGPP181_num1,593.8389972
A_PYK_num1,2080.746197
B_RMK,627.2164529
B_UAPGR,4089.720219
B_BTS5,0.093148175
B_MLTGY1pp_num3,783.8923416
B_THRA_num1,586.6359073
A_ECOAH6_reverse_num2,289.32028219999995
B_GLUN_num2,652.4086697
B_DAGK140,237.0507025
B_HISTP,169.8199635
B_PTPATi,18.5012493
A_DCTPD,170.4714699
A_THIORDXi_num2,732.1252463999999
A_SERD_L_num4,1616.910434
B_FLDR2_num1,996.5347651000001
B_CURR,132.5307922
A_GUAPRT_num1,213.50965010000002
B_ECOAH7_reverse_num1,326.5923455
B_OCTNLL,590.1578883999999
A_THRA2_num2,122.4114565
A_PUNP6_num1,125.92592079999999
A_SERD_D,574.2544627999999
B_PUNP5_num1,104.8942355
A_CYSTL_num2,192.38585680000003
B_APG3PAT161,436.8392987
A_PLIPA1G141pp,140.21670680000003
B_METAT,160.8996076
A_ADOCBLS,380.3578687
A_CTECOAI7_reverse,1243.8139099999999
B_2AGPGAT161,119.52460090000001
A_PGPP181pp_num1,489.68902829999996
B_ACACT2r_num2,550.7853062
B_PNTK,13.36641016
A_PGI_reverse,2628.506529
B_5DOAN,0.739099817
A_MLTGY4pp_num4,199.05056969999998
A_ICL,307.62985410000005
A_LPLIPAL2E161,270.50732999999997
A_HSDy_reverse_num1,3593.075396
B_MN6PP_num3,474.84257180000003
B_RNDR2b_num4,114.1442976
A_PGSA180,1024.688731
B_RPI_num1,1552.955826
B_AGM3PApp_num3,751.7774415
A_SDPTA_num1,188.9634014
A_PAPA160,557.8941446
B_ACCOAL_num1,224.1017333
A_CHOLD,522.5086758
A_ALCD19_reverse_num1,1041.2346619999998
B_NDPK3_reverse_num2,995.3476978
B_DDGALK,815.9192927
A_EAR140x,166.0429884
B_PSSA181,346.6760148
A_MGSA,99.41378514
A_LPLIPAL2A120,238.59623
B_3HAD141_num1,245.136781
B_PAPSR2_num4,311.59585469999996
B_TRDR_num1,444.45701219999995
B_FDH5pp_num2,175.9053112
B_LPLIPAL2G160,260.0612248
B_ACP1_FMN_num1,772.688189
A_NTPTP1,79.14704416
B_G2PP,363.73217489999996
A_RPE,8085.508287999999
A_GTHOr,265.53504680000003
B_SDPTA_reverse_num2,603.6338758999999
B_3HAD120_num2,245.1373482
B_PLIPA2E141pp,178.0009744
