,MW,kcat,kcat_MW
ASPK_num2,356.481,631361.1827,1771.093502
ASPK_num3,97.0635,631361.1827,6504.619993
ASAD,80.0358,29917.33841,373.7994549
DAPDC,92.3545,144000,1559.209351
METAT,167.8065,27000,160.8996076
ASCBPL,240.364,38846.75555,161.6163633
ACBIPGT,40.328,9379.708193,232.5855037
ADOCBLS,26.3856,10035.97058,380.3578687
ADOCBIK,40.328,9323.058784,231.1807871
TMPK,35.0708,828,23.60938445
HPPPNDO,136.7842,35492.10059,259.4751484
DHCINDO,136.7842,19495.60768,142.5282136
HKNDDH,63.8749,38363.58101,600.6049483
HKNTDH,63.8749,18327.29297,286.924801
GLYCK2,39.1043,61745.26025,1578.989018
ENTCS,23.2586,10772.53122,463.1633555
SULR,786.1512,71599.20646,91.0756181
MANPGH,100.015,80637.61097,806.2551714
URDGLYCD,75.9342,10345.53972,136.2434808
CBMKr,31.6441,37048.79484,1170.796289
AMANAPEr,24.0737,25940.03066,1077.525709
ACM6PH,62.4398,12910.85677,206.772872
NNATr,24.528,15120,616.4383562
CYTDH_num1,33.8229,23757.87457,702.4197975
CYTDH_num2,134.992,23757.87457,175.9946854
CYTDH_num3,32.5608,23757.87457,729.646525
PSERT,79.5666,29880,375.5344579
AIRC2,78.9222,554400,7024.639455
GAPD,142.13,3596400,25303.5953
HEX1,34.7231,47562.8567,1369.775645
GND,102.9626,1170000,11363.34941
TAUDO,129.6381,9422.360968,72.68203536
ME2,494.5043,502505.1652,1016.179566
ARGSL,50.3182,39600,786.9915855
CBPS,318.5455,12764.65483,40.07168467
GLU5K,156.2261,90000,576.0881184
IPPS,57.2979,36000,628.2952778
ACOATA,75.6698,32149.38905,424.8642001
MLTG2,69.041,44577.3078,645.6642835
MLTG1,69.041,64611.20243,935.8381604
AMALT3,78.5035,26398.09512,336.2664737
MLTP3,181.0448,21419.81586,118.3122402
SPODM_num1,46.1942,43146.08622,934.0152275
SPODM_num2,42.5316,43146.08622,1014.447757
AHCYSNS,48.7079,108,2.217299452
TMK,32.3973,9301.67635,287.1127023
NTPP4_num1,15.0461,9555.079144,635.053545
NTPP4_num2,60.8246,9555.079144,157.0923466
NTPP3_num1,60.8246,50618.48846,832.2042144
NTPP3_num2,16.3707,50618.48846,3092.017352
NTPP3_num3,15.0461,50618.48846,3364.226508
NTPP6_num1,60.8246,10261.67914,168.7093567
NTPP6_num2,65.6516,10261.67914,156.3050884
NTPP7_num1,16.3707,9517.851461,581.3955091
NTPP7_num2,60.8246,9517.851461,156.4802968
NTPP7_num3,43.0309,9517.851461,221.1864372
NTPP8_num1,60.8246,9521.20381,156.5354118
NTPP8_num2,43.0309,9521.20381,221.2643428
P5CR,281.4488,115200,409.310681
CYANST_num1,37.2775,331771.8227,8900.055602
CYANST_num2,24.1649,331771.8227,13729.49289
CYANST_num3,30.8118,331771.8227,10767.68714
DHPPDA2,80.6766,1152,14.27923338
GMAND,84.0937,18347.65327,218.1810679
PPCSCT,53.8244,15747.6871,292.5752465
CYTD,63.0797,65944.35572,1045.413274
DCYTD,63.0797,58808.63711,932.2910082
DBTS,48.2792,1.8,0.037283136
DCTPD,63.7478,10867.18117,170.4714699
DHDPS,125.0799,39600,316.5976308
G1PACT,147.5702,57600,390.3227074
GART,42.4337,432,10.1805876
CSND,285.5459,15341.80556,53.72798405
GF6PTA,133.7887,7920,59.19782463
GLUCYS,58.2693,24739.04104,424.5638963
GLUN_num1,131.6133,43731.73602,332.2744435
GLUN_num2,67.0312,43731.73602,652.4086697
GLUPRT,225.9522,219600,971.8869743
GMPR,149.5347,11043.44409,73.85204966
NADS1,61.2737,180,2.937638824
NTRIR2x,105.4053,194253.4062,1842.918774
OCBT_num1,110.7213,45832.3358,413.9432593
OCBT_num2,110.4814,45832.3358,414.8420983
GARFT,23.2383,403200,17350.66679
GPDDA1,27.4096,10438.37512,380.8291664
GPDDA2,27.4096,9300.301081,339.3081651
PHETA1_num1,87.1467,163144.9555,1872.072672
PHETA1_num2,87.0756,163144.9555,1873.601279
PHETA1_num3,204.5619,163144.9555,797.5334385
PPND,84.085,79200,941.9040257
TRPS1,143.4143,10429.37243,72.721984
PRAMPC,22.7558,79200,3480.431363
MCITL2,128.5386,38608.8206,300.3675207
DXYLK,105.2365,37749.01216,358.7064579
MDH3,60.2296,139494.2586,2316.041591
SOTA,87.3307,24429.86623,279.7397276
SGSAD,53.0263,28118.21406,530.2692072
PTA2,463.0325,89932.12319,194.2242136
MDH2,60.2296,42664.64483,708.3667305
ACOTA_num1,91.5493,17996.38411,196.5758789
ACOTA_num2,87.3307,17996.38411,206.0716805
ACOTA_num3,87.5339,17996.38411,205.5933085
ACOTA_num4,44.7291,17996.38411,402.3417442
GPDDA5,27.4096,10984.70162,400.7611063
PDX5PS,281.3019,9443.526638,33.57078867
PPBNGS,284.9983,864,3.031597031
PPNCL2,521.2577,540,1.03595592
PRAGSr,45.9404,72000,1567.248
PRFGS,141.4027,50400,356.4288376
ETHAAL,487.1078,71428.12398,146.6372002
MAN1PT2,53.0163,174021.8972,3282.422523
AP4AH,31.2967,77148.74714,2465.076099
AP5AH,31.2967,42259.28724,1350.279334
ADNCYC,97.586,31838.44056,326.26033
MI1PP,29.1721,404041.0784,13850.25687
MCITS,86.2044,35244.93913,408.8531343
PPAKr,43.3841,12000.38922,276.608002
NTP3_num1,68.8674,24885.86102,361.3590904
NTP3_num2,36.7039,24885.86102,678.0168053
NTP3_num3,35.6597,24885.86102,697.8707342
NTP3_num4,39.1933,24885.86102,634.9519183
NTP3_num5,31.565,24885.86102,788.4004758
NTP3_num6,36.1132,24885.86102,689.1070584
NTP3_num7,48.3271,24885.86102,514.9462935
PPM2,44.37,146884.0402,3310.435885
MOAT2,47.2911,212400,4491.33135
G6PDH2r,55.7044,558000,10017.16202
NADH5_num1,40.7511,19111.97638,468.9928954
NADH5_num2,47.3587,19111.97638,403.557876
NADH5_num3,40.34,19111.97638,473.7723446
NADH5_num4,83.3822,19111.97638,229.2093082
MOHMT,282.3744,36,0.127490311
GMPS,117.3584,24356.93407,207.5431675
UDPGD,87.3138,49328.26859,564.9538628
GLCRD_num1,48.8496,16806.78677,344.0516764
GLCRD_num2,49.141,16806.78677,342.0114928
PPPNDO,126.9954,20380.61275,160.4830785
CHRPL_num1,18.7769,828,44.09673588
CHRPL_num2,59.4301,828,13.93233395
TDPAGTA,167.6041,14344.14992,85.58352642
UACMAMO,91.6775,34516.73316,376.5016843
FBA3,78.2945,14400,183.9209651
PMPK,114.5344,1800,15.71580241
LCADi,209.0912,22726.49816,108.6917965
ADK3,23.586,10020.99778,424.8705919
GLUDC_num1,316.111,63196.41049,199.9184163
GLUDC_num2,316.0088,63196.41049,199.9830716
BSORy,85.8507,52282.98518,608.9989386
ADSK,44.6426,79200,1774.090219
HSDy_num1,177.7754,70415.01259,396.0897435
HSDy_num2,356.481,70415.01259,197.5280943
CYSTL_num1,172.8495,16792.14941,97.14896144
CYSTL_num2,87.2837,16792.14941,192.3858568
SHSL1,166.2016,36000,216.604413
SSALy_num1,99.4357,30829.92795,310.0488854
SSALy_num2,206.8803,30829.92795,149.0230242
3HCINNMH,62.1857,13931.45469,224.0298765
BSORx,85.8507,11186.78545,130.3051163
FACOAL160t2pp_num1,60.7731,20734.33515,341.1761972
FACOAL160t2pp_num2,124.664,20734.33515,166.3217541
FACOAL180t2pp_num1,60.7731,19696.91639,324.1058361
FACOAL180t2pp_num2,124.664,19696.91639,158.0000352
SPODMpp,17.681,10789.89295,610.2535462
NO3R1bpp,189.2373,174653.5775,922.9342075
PHYTSpp,94.1137,38198.7126,405.8783429
PPTHpp,98.8772,6160798.267,62307.57209
NO3R2pp_num1,250.963,1547926.092,6167.945442
NO3R2pp_num2,474.5552,1547926.092,3261.846234
NTP3pp,94.1137,9514.245618,101.0930993
NO3R2bpp,132.4391,22948.30134,173.2743679
THD2pp,206.6929,2171332.143,10505.11238
TMAOR1pp_num1,138.0625,26365.14013,190.9652522
TMAOR1pp_num2,129.2504,26365.14013,203.984979
TMAOR2pp_num1,138.0625,18727.86361,135.6477219
TMAOR2pp_num2,129.2504,18727.86361,144.8959818
ACACT7r_num1,46.5305,36389.7463,782.0622237
ACACT7r_num2,81.7524,36389.7463,445.1214435
PSP_L,35.0427,5331600,152145.8107
ACACT2r_num1,46.5305,45028.02067,967.7097962
ACACT2r_num2,81.7524,45028.02067,550.7853062
ACACT3r_num1,46.5305,35394.18648,760.6663689
ACACT3r_num2,81.7524,35394.18648,432.9436993
ACACT4r_num1,46.5305,41966.54604,901.9147879
ACACT4r_num2,81.7524,41966.54604,513.3371747
AHGDx,176.7031,23135.45055,130.9283796
GTPCI,248.3062,28.8,0.115985827
FDMO,166.9451,9726.121987,58.25940376
CHOLD,61.8776,32331.58284,522.5086758
DRPA,27.7338,57740.0409,2081.937596
TKT2_num1,144.4235,324065.5255,2243.85592
TKT2_num2,73.0427,324065.5255,4436.658633
DMSOR1pp,129.2504,32437.32175,250.9649622
NTD8pp_num1,104.4142,15863.73439,151.9308139
NTD8pp_num2,60.824,15863.73439,260.8137313
TREHpp,63.6367,42399.81511,666.2792871
CYTBDpp_num1,100.3437,49127.83924,489.5956521
CYTBDpp_num2,104.6999,49127.83924,469.2252738
CYTBD2pp,100.3437,28476.71077,283.7917156
ATPS4rpp_num1,543.6444,6754830.271,12425.0894
ATPS4rpp_num2,530.0127,6754830.271,12744.65738
