,fluxes,equ,kcat_MW,enz
A_GMPtex_reverse_num2,0.0,A_gmp_p --> A_gmp_e,,
A_GHBDHx,0.0,A_h_c + A_nadh_c + A_sucsal_c --> A_ghb_c + A_nad_c,174.5587256,0.0
A_DCTPD,0.0,A_dctp_c + A_h2o_c + A_h_c --> A_dutp_c + A_nh4_c,170.47146999999998,0.0
A_3OAS100_num2,0.03558800000000002,A_h_c + A_malACP_c + A_ocACP_c --> A_3odecACP_c + A_ACP_c + A_co2_c,108.02540659999998,0.00032944101873901233
A_BALAtex_num4,0.0,A_ala_B_e --> A_ala_B_p,,
A_EX_hxa_e,0.0,A_hxa_e --> ,,
A_METabcpp,0.0,A_atp_c + A_h2o_c + A_met__L_p --> A_adp_c + A_h_c + A_met__L_c + A_pi_c,,
A_GLYC2Ptex_num2,0.0,A_glyc2p_e --> A_glyc2p_p,,
A_NACtex_reverse_num1,0.0,A_nac_p --> A_nac_e,,
B_EX_urea_e,0.0,B_urea_e --> ,,
A_PLIPA2G141pp,0.0,A_h2o_p + A_pg141_p --> A_1agpg141_p + A_h_p + A_ttdcea_p,140.216652,0.0
A_mal__L_e_con_1,0.0,A_mal__L_e --> mal__L_e,,
B_SULFACtex_num2,0.0,B_sulfac_e --> B_sulfac_p,,
B_GMHEPK,0.0,B_atp_c + B_gmhep7p_c --> B_adp_c + B_gmhep17bp_c + B_h_c,14711.707540000001,0.0
B_NTD1pp_num2,0.0,B_dump_p + B_h2o_p --> B_duri_p + B_pi_p,172.9849781,0.0
B_SUCTARTtpp_reverse,0.0,B_succ_p + B_tartr__D_c --> B_succ_c + B_tartr__D_p,,
B_EX_ppal_e,0.0,B_ppal_e --> ,,
A_EX_LalaDgluMdapDala_e,0.0,A_LalaDgluMdapDala_e --> ,,
B_EX_lac__L_e,0.0,B_lac__L_e --> ,,
A_TCYNTtex_reverse_num2,0.0,A_tcynt_p --> A_tcynt_e,,
B_Kt3pp_num1,0.0,B_h_p + B_k_c --> B_h_c + B_k_p,,
B_ADEtex_reverse_num1,0.0,B_ade_p --> B_ade_e,,
A_SLNTabcpp_num1,0.0,A_atp_c + A_h2o_c + A_slnt_p --> A_adp_c + A_h_c + A_pi_c + A_slnt_c,,
A_23CUMPtex_num2,0.0,A_23cump_e --> A_23cump_p,,
B_BMOGDS2,0.0,B_bmoco1gdp_c + B_gtp_c + B_h_c --> B_bmocogdp_c + B_ppi_c,473.8545903,0.0
A_AI2tex_num3,0.0,A_mththf_e --> A_mththf_p,,
B_PLIPA2G140pp,0.0,B_h2o_p + B_pg140_p --> B_1agpg140_p + B_h_p + B_ttdca_p,140.2166877,0.0
A_UACGAMPpp,0.0,A_h2o_p + A_uacgam_p --> A_acgam1p_p + 2.0 A_h_p + A_ump_p,191.90736189999998,0.0
A_BALAtex_num1,0.0,A_ala_B_e --> A_ala_B_p,,
B_DADNtex,0.0,B_dad_2_e --> B_dad_2_p,,
B_Ftex_num1,0.0,B_f_p --> B_f_e,,
A_EX_cit_e,0.0,A_cit_e --> ,,
B_EX_dgmp_e,0.0,B_dgmp_e --> ,,
A_FECRMR3,0.0,2.0 A_fecrm_c + A_rbflvrd_c --> 2.0 A_fe2_c + 2.0 A_fecrm_un_c + 2.0 A_h_c + A_ribflv_c,,
A_CYSTA,0.0,A_akg_c + A_cys__L_c --> A_glu__L_c + A_mercppyr_c,170.7813496,0.0
A_F6PP_num5,0.0,A_f6p_c + A_h2o_c --> A_fru_c + A_pi_c,629.4337975999999,0.0
B_DUTPDP_num2,0.0026166,B_dutp_c + B_h2o_c --> B_dump_c + B_h_c + B_ppi_c,807.0496708,3.24217962620102e-06
B_GLCptspp_num2,0.0,B_glc__D_p + B_pep_c --> B_g6p_c + B_pyr_c,,
A_ACACCT_num1,0.0,A_acac_c + A_accoa_c --> A_aacoa_c + A_ac_c,291.7418838,0.0
B_DADK,0.0,B_atp_c + B_damp_c --> B_adp_c + B_dadp_c,643.4693541,0.0
A_lipoate_e_con_1,0.0,A_lipoate_e --> lipoate_e,,
A_NTD8_num1,0.0,A_dgmp_c + A_h2o_c --> A_dgsn_c + A_pi_c,391.33282610000003,0.0
A_TSULtex_num1,0.0,A_tsul_e --> A_tsul_p,,
A_PHEtex_num1,0.0,A_phe__L_e --> A_phe__L_p,,
B_NTD7_num1,0.0,B_amp_c + B_h2o_c --> B_adn_c + B_pi_c,382.5704105,0.0
A_MLDCP2Bpp_num5,0.0,A_h2o_p + A_murein4p3p_p --> A_ala__D_p + A_murein3p3p_p,1054.603733,0.0
A_3mop_c2e_reverse,0.0,A_3mop_e --> A_3mop_c,,
A_2DGLCtex_reverse_num3,0.0,A_2dglc_p --> A_2dglc_e,,
B_EX_asp__L_e,0.0,B_asp__L_e --> ,,
A_ECOAH7_num1,0.0,A_3hhdcoa_c --> A_h2o_c + A_hdd2coa_c,480.33703610000003,0.0
B_METSOXR2_num2,0.0,B_metsox_R__L_c + B_trdrd_c --> B_h2o_c + B_met__L_c + B_trdox_c,305.1726877,0.0
A_ACGAL1Ptex_num4,0.0,A_acgal1p_e --> A_acgal1p_p,,
A_UDPGLCURtex_num1,0.0,A_udpglcur_e --> A_udpglcur_p,,
B_3HAD60_num1,0.035588,B_3hhexACP_c --> B_h2o_c + B_thex2eACP_c,932.9466898000001,3.814580231548831e-05
B_FADtex_reverse_num3,0.0,B_fad_e --> B_fad_p,,
A_DOXRBCNtex_reverse_num1,0.0,A_doxrbcn_p --> A_doxrbcn_e,,
B_ACOAD4f,0.0,B_dcacoa_c + B_fad_c --> B_dc2coa_c + B_fadh2_c,2082.3571239999997,0.0
B_34dhpactex_num4,0.0,B_34dhpac_e --> B_34dhpac_p,,
B_PTRCtex_num1,0.0,B_ptrc_e --> B_ptrc_p,,
A_ALR2_num2,0.0,A_h_c + A_mthgxl_c + A_nadph_c --> A_acetol_c + A_nadp_c,321.8810345,0.0
B_SUCDi,0.0,B_q8_c + B_succ_c --> B_fum_c + B_q8h2_c,1079.106067,0.0
A_FA161ACPHi,0.0,A_h2o_c + A_hdeACP_c --> A_ACP_c + A_h_c + A_hdcea_c,3136.388688,0.0
A_CRNtex_num1,0.0,A_crn_e --> A_crn_p,,
A_METGLCUR,0.0,A_h2o_c + A_metglcur_c --> A_glcur_c + A_meoh_c,176.9319743,0.0
B_UAMAS,0.0027788,B_ala__L_c + B_atp_c + B_uamr_c --> B_adp_c + B_h_c + B_pi_c + B_uama_c,469.92174500000004,5.9133249941434395e-06
B_DCAtex_num2,0.0,B_dca_e --> B_dca_p,,
B_RNDR1b_num3,0.0,B_adp_c + B_grxrd_c --> B_dadp_c + B_grxox_c + B_h2o_c,93.98912859,0.0
B_I2FE2ST,0.0,4.0 B_h_c + B_iscu_2fe2s_c --> B_2fe2s_c + B_iscu_c,155.70510159999998,0.0
B_XTSNtex_num3,0.0,B_xtsn_e --> B_xtsn_p,,
B_glyc3p_e_con_2,0.0,glyc3p_e --> B_glyc3p_e,,
B_alaala_e_con_2_reverse,0.0,B_alaala_e --> alaala_e,,
A_MLTGY3pp_num4,0.0,A_murein3p3p_p --> 2.0 A_anhgm3p_p,360.05859269999996,0.0
B_LEUtex_num4,0.0,B_leu__L_e --> B_leu__L_p,,
B_acgam1p_e_con_2,0.0,acgam1p_e --> B_acgam1p_e,,
A_PROGLYtex_reverse_num1,0.0,A_progly_p --> A_progly_e,,
A_ABTA_num2,0.0,A_4abut_c + A_akg_c --> A_glu__L_c + A_sucsal_c,756.8668605,0.0
A_DGSNtex_reverse_num2,0.0,A_dgsn_p --> A_dgsn_e,,
B_HACD8_reverse_num2,0.0,B_3hodcoa_c + B_nad_c --> B_3ohodcoa_c + B_h_c + B_nadh_c,308.8747599,0.0
A_CDGR,0.0,3.0 A_h_c + 2.0 A_nadph_c + A_preq0_c --> 2.0 A_nadp_c + A_preq1_c,290.4526224,0.0
A_DSERtex_reverse_num1,0.0,A_ser__D_p --> A_ser__D_e,,
B_HACD7_num1,0.0,B_3ohdcoa_c + B_h_c + B_nadh_c --> B_3hhdcoa_c + B_nad_c,445.8558601,0.0
B_IDOND,0.0,B_5dglcn_c + B_h_c + B_nadh_c --> B_idon__L_c + B_nad_c,528.2141812,0.0
B_ACODA,0.0295792,B_acorn_c + B_h2o_c --> B_ac_c + B_orn_c,1105.1458949999999,2.6764972963139862e-05
A_BUTSO3abcpp_num1,0.0,A_atp_c + A_butso3_p + A_h2o_c --> A_adp_c + A_butso3_c + A_h_c + A_pi_c,,
B_GPDDA4,0.0,B_g3pg_c + B_h2o_c --> B_glyc3p_c + B_glyc_c + B_h_c,339.30708139999996,0.0
A_MMETtex_num1,0.0,A_mmet_e --> A_mmet_p,,
B_ACPPAT140,0.0,B_h_c + B_myrsACP_c + B_pi_c --> B_ACP_c + B_ttdcap_c,206.9723226,0.0
B_NTP3_num7,0.0,B_gtp_c + B_h2o_c --> B_gdp_c + B_h_c + B_pi_c,514.9462934999999,0.0
A_GARFT,0.04455639999999716,A_10fthf_c + A_gar_c --> A_fgam_c + A_h_c + A_thf_c,17350.66679,2.5679935266624503e-06
A_CGLYtex_reverse_num1,0.0,A_cgly_p --> A_cgly_e,,
A_TMAtex_reverse_num1,0.0,A_tma_p --> A_tma_e,,
B_H2tex_num3,0.0,B_h2_e --> B_h2_p,,
B_4HOXPACDtex_num3,0.0,B_4hoxpacd_e --> B_4hoxpacd_p,,
B_LPLIPAL2A120,0.0,B_2ddecg3p_c + B_h2o_c --> B_ddca_c + B_glyc3p_c + 2.0 B_h_c,238.59622990000003,0.0
B_peamn_e_con_2_reverse,0.0,B_peamn_e --> peamn_e,,
A_ADK4_reverse,0.0,A_adp_c + A_idp_c --> A_amp_c + A_itp_c,1169.51223,0.0
B_ARGAGMt7pp_reverse,0.0,B_agm_p + B_arg__L_c --> B_agm_c + B_arg__L_p,,
A_EDTXS1,0.0,A_ddcaACP_c + A_kdo2lipid4_c --> A_ACP_c + A_kdo2lipid4L_c,358.4553387,0.0
B_IDONtex_reverse_num2,0.0,B_idon__L_p --> B_idon__L_e,,
A_NMNAT_num2,0.0,A_atp_c + A_h_c + A_nmn_c --> A_nad_c + A_ppi_c,379.4323086,0.0
A_H2Otex_reverse_num7,0.0,A_h2o_p --> A_h2o_e,,
B_malt_e_con_2_reverse,0.0,B_malt_e --> malt_e,,
A_XANtex_reverse_num1,0.0,A_xan_p --> A_xan_e,,
A_FACOAL80t2pp_num2,0.0,A_atp_c + A_coa_c + A_h_p + A_octa_p --> A_amp_c + A_h_c + A_occoa_c + A_ppi_c,287.28697630000005,0.0
B_ACGAMK,0.0,B_acgam_c + B_atp_c --> B_acgam6p_c + B_adp_c + B_h_c,659.5171821,0.0
A_FALDtex_reverse_num3,0.0,A_fald_p --> A_fald_e,,
A_PSURItpp,0.0,A_psuri_p --> A_psuri_c,,
B_dhps_e_con_2_reverse,0.0,B_dhps_e --> dhps_e,,
B_GLCNtex_reverse_num4,1.882159921456442,B_glcn_p --> B_glcn_e,,
B_GLCtex_copy2_reverse_num2,0.0,B_glc__D_p --> B_glc__D_e,,
A_PYK6,0.0,A_dtdp_c + A_h_c + A_pep_c --> A_dttp_c + A_pyr_c,116.1415429,0.0
A_DMSOtex_num1,0.0,A_dmso_e --> A_dmso_p,,
A_ECOAH2_num1,0.0,A_3hhcoa_c --> A_h2o_c + A_hx2coa_c,629.2867327,0.0
A_PYDAMtex_num3,0.0,A_pydam_e --> A_pydam_p,,
B_IPDDI_reverse,0.0,B_dmpp_c --> B_ipdp_c,2686.584179,0.0
B_ACNAMtex_reverse_num3,0.0,B_acnam_p --> B_acnam_e,,
B_ARBtex_num1,0.0,B_arab__L_e --> B_arab__L_p,,
B_FEENTERES,0.0,B_feenter_c + B_h2o_c --> B_fe3dhbzs3_c,495.6662533,0.0
B_THMtex_reverse_num3,0.0,B_thm_p --> B_thm_e,,
B_RBP4E_reverse_num2,0.0,B_xu5p__D_c --> B_ru5p__L_c,217.03286310000001,0.0
B_THRA2_num2,0.0,B_athr__L_c --> B_acald_c + B_gly_c,122.4114565,0.0
B_ACSERtex_reverse_num4,0.0,B_acser_p --> B_acser_e,,
A_RPE_reverse,0.0,A_xu5p__D_c --> A_ru5p__D_c,4413.377637,0.0
A_RFAMPtpp_num2,0.0,A_h_p + A_rfamp_p --> A_h_c + A_rfamp_e,,
A_NI2tex_num3,3.23e-05,A_ni2_e --> A_ni2_p,,
A_ACANTHAT,0.0,A_accoa_c + A_anth_c --> A_acanth_c + A_coa_c,217.54857169999997,0.0
A_PLIPA1G181pp,0.0,A_h2o_p + A_pg181_p --> A_2agpg181_p + A_h_p + A_ocdcea_p,140.6855399,0.0
B_GLYBtex_reverse_num2,0.0,B_glyb_p --> B_glyb_e,,
A_XANtex_num1,0.0,A_xan_e --> A_xan_p,,
B_GK1,0.024322800000000012,B_atp_c + B_gmp_c --> B_adp_c + B_gdp_c,3204.381016,7.590483116256239e-06
A_G3PD2_reverse,0.0139028,A_dhap_c + A_h_c + A_nadph_c --> A_glyc3p_c + A_nadp_c,1683.0942530000002,8.2602622967901e-06
B_23DAPPAtex_reverse_num2,0.0,B_23dappa_p --> B_23dappa_e,,
EX_mg2_e,0.0,mg2_e --> ,,
A_DDPA_num3,0.0,A_e4p_c + A_h2o_c + A_pep_c --> A_2dda7p_c + A_pi_c,1816.4421989999998,0.0
B_G6Ptex_num3,0.0,B_g6p_e --> B_g6p_p,,
A_MLDCP3App_num1,0.0,A_h2o_p + A_murein5px3p_p --> A_alaala_p + A_murein3px3p_p,317.9469798,0.0
B_TCYNTtex_num1,0.0,B_tcynt_e --> B_tcynt_p,,
A_CHLtex_reverse_num3,0.0,A_chol_p --> A_chol_e,,
B_MNtex_num3,6.91e-05,B_mn2_e --> B_mn2_p,,
A_ABUTt2pp,0.0,A_4abut_p + A_h_p --> A_4abut_c + A_h_c,,
B_GALUi,0.0,B_g1p_c + B_h_c + B_utp_c --> B_ppi_c + B_udpg_c,82.034257,0.0
A_FBA3,0.26845871205723987,A_s17bp_c --> A_dhap_c + A_e4p_c,183.9209651,0.0014596417102926559
A_GPDDA3,0.0,A_g3ps_c + A_h2o_c --> A_glyc3p_c + A_h_c + A_ser__L_c,588.7233259,0.0
B_G3PCtex_reverse_num1,0.0,B_g3pc_p --> B_g3pc_e,,
B_H2O2tex_num4,0.0,B_h2o2_e --> B_h2o2_p,,
B_3HPPtpp,0.0,B_3hpp_c + B_h_c --> B_3hpp_p + B_h_p,,
A_ASNtex_num4,0.0,A_asn__L_e --> A_asn__L_p,,
B_CLPNS181pp_num1,0.0,2.0 B_pg181_p --> B_clpn181_p + B_glyc_p,386.3812405,0.0
B_GAMAN6Ptex_reverse_num1,0.0,B_gam6p_p --> B_gam6p_e,,
B_MDDEP3pp_num2,0.0,B_h2o_p + B_murein5px4p_p --> B_murein5p4p_p,1573.7520710000001,0.0
B_ASCBtex_reverse_num3,0.0,B_ascb__L_p --> B_ascb__L_e,,
B_CD2tex_reverse_num3,0.0,B_cd2_p --> B_cd2_e,,
A_ACOTA_num2,0.0,A_acorn_c + A_akg_c --> A_acg5sa_c + A_glu__L_c,206.07168049999999,0.0
B_PPPNtex_num2,0.0,B_pppn_e --> B_pppn_p,,
A_MDDEP4pp_num2,0.0,A_h2o_p + A_murein4px4px4p_p --> A_murein4px4p4p_p,629.1189737999999,0.0
A_NTP5,0.0,A_ctp_c + A_h2o_c --> A_cdp_c + A_h_c + A_pi_c,782.5703128,0.0
A_PHYTSpp,0.0,6.0 A_h2o_p + A_minohp_p --> A_inost_p + 6.0 A_pi_p,405.87834289999995,0.0
B_D_LACtex_num2,0.0,B_lac__D_e --> B_lac__D_p,,
A_MOBDtex_reverse_num3,0.0,A_mobd_p --> A_mobd_e,,
B_IMPtex_reverse_num1,0.0,B_imp_p --> B_imp_e,,
A_APH181,0.0,A_h2o_c + A_ocdceap_c --> 2.0 A_h_c + A_ocdcea_c + A_pi_c,1706.929073,0.0
A_ACACT4r_num1,0.0,A_accoa_c + A_occoa_c --> A_3odcoa_c + A_coa_c,901.9147879000001,0.0
A_AGM3PA,0.0,A_anhgm3p_c + A_h2o_c --> A_LalaDgluMdap_c + A_anhgm_c,1179.085326,0.0
A_MEOHtex_reverse_num4,0.0,A_meoh_p --> A_meoh_e,,
A_GLYBtex_num4,0.0,A_glyb_e --> A_glyb_p,,
B_PUNP3_num1,0.0,B_gsn_c + B_pi_c --> B_gua_c + B_r1p_c,89.61233461,0.0
B_r5p_e_con_2_reverse,0.0,B_r5p_e --> r5p_e,,
A_EX_hg2_e,0.0,A_hg2_e --> ,,
B_LYSt3pp_num1,0.0,B_h_p + B_lys__L_c --> B_h_c + B_lys__L_p,,
B_PUNP2_reverse,0.0,B_2dr1p_c + B_ade_c --> B_dad_2_c + B_pi_c,63.22078175,0.0
B_tym_e_con_2_reverse,0.0,B_tym_e --> tym_e,,
B_MALtex_reverse_num3,0.0,B_mal__L_p --> B_mal__L_e,,
B_TREtex_reverse_num4,0.0,B_tre_p --> B_tre_e,,
B_MLTGY3pp_num3,0.0,B_murein3p3p_p --> 2.0 B_anhgm3p_p,656.09055,0.0
B_PAPSR2_num2,0.0,B_grxrd_c + B_paps_c --> B_grxox_c + 2.0 B_h_c + B_pap_c + B_so3_c,391.15993330000003,0.0
B_EX_his__L_e,0.0,B_his__L_e --> ,,
B_ADMDC,0.0,B_amet_c + B_h_c --> B_ametam_c + B_co2_c,3259.5329079999997,0.0
B_ALAALAr_num1,0.0027788,2.0 B_ala__D_c + B_atp_c --> B_adp_c + B_alaala_c + B_h_c + B_pi_c,451.1205916,6.159772024913261e-06
A_SLNTtex_num2,0.0,A_slnt_e --> A_slnt_p,,
B_ASO3tex_reverse_num4,0.0,B_aso3_p --> B_aso3_e,,
B_MSAR_num2,0.0,B_h_c + B_msa_c + B_nadph_c --> B_3hpp_c + B_nadp_c,154.9883285,0.0
A_TAUDO,0.0,A_akg_c + A_o2_c + A_taur_c --> A_aacald_c + A_co2_c + A_h_c + A_so3_c + A_succ_c,72.68203536,0.0
A_TYRPtex_reverse_num4,0.0,A_tyrp_p --> A_tyrp_e,,
B_ORNtex_num1,0.0,B_orn_e --> B_orn_p,,
A_HEPT1,0.0,A_adphep_LD_c + A_lipa_c --> A_adp_c + A_h_c + A_hlipa_c,291.0502633,0.0
B_FORt2pp_num2,0.0,B_for_p + B_h_p --> B_for_c + B_h_c,,
A_GALCTD,0.0,A_galct__D_c --> A_5dh4dglc_c + A_h2o_c,1293.260129,0.0
A_G3PItex_reverse_num2,0.0,A_g3pi_p --> A_g3pi_e,,
B_TMDS,0.0026166,B_dump_c + B_mlthf_c --> B_dhf_c + B_dtmp_c,437.0121753,5.987476202931319e-06
B_PLIPA2A141pp,0.0,B_h2o_p + B_pa141_p --> B_1tdec7eg3p_p + B_h_p + B_ttdcea_p,140.50454109999998,0.0
A_EX_glyald_e,0.0,A_glyald_e --> ,,
A_ACACT5r_reverse_num1,0.0,A_3oddcoa_c + A_coa_c --> A_accoa_c + A_dcacoa_c,434.2590323,0.0
A_DRPA,0.0,A_2dr5p_c --> A_acald_c + A_g3p_c,2081.937596,0.0
A_GALURtex_num1,0.0,A_galur_e --> A_galur_p,,
B_3hcinnm_e_con_2_reverse,0.0,B_3hcinnm_e --> 3hcinnm_e,,
A_HCO3E_reverse_num1,0.0,A_h_c + A_hco3_c --> A_co2_c + A_h2o_c,169.9019996,0.0
B_fald_e_con_2,0.0,fald_e --> B_fald_e,,
A_AGM3PApp_num3,0.0,A_anhgm3p_p + A_h2o_p --> A_LalaDgluMdap_p + A_anhgm_p,751.7774414,0.0
A_GLYCLTDy_num1,0.0,A_glx_c + A_h_c + A_nadph_c --> A_glyclt_c + A_nadp_c,1772.2240780000002,0.0
B_SUCRtex_reverse_num2,0.0,B_sucr_p --> B_sucr_e,,
A_ACACtex_reverse_num2,0.0,A_acac_p --> A_acac_e,,
B_NADPHXD,0.0,B_adp_c + B_nadphx__S_c --> B_amp_c + B_h_c + B_nadph_c + B_pi_c,198.0385737,0.0
A_MLDCP3App_num3,0.0,A_h2o_p + A_murein5px3p_p --> A_alaala_p + A_murein3px3p_p,169.1766283,0.0
B_INSH,0.024322800000000012,B_h2o_c + B_ins_c --> B_hxan_c + B_rib__D_c,1109.037708,2.1931445454512907e-05
B_CLPNS160pp_reverse_num2,0.0,B_clpn160_p + B_glyc_p --> 2.0 B_pg160_p,349.3248522,0.0
A_GLNS,0.15664569999999436,A_atp_c + A_glu__L_c + A_nh4_c --> A_adp_c + A_gln__L_c + A_h_c + A_pi_c,192.2199879,0.0008149292990356824
A_PNTOtex_num1,0.0,A_pnto__R_e --> A_pnto__R_p,,
A_SLNTtex_reverse_num2,0.0,A_slnt_p --> A_slnt_e,,
A_G6PP_num2,0.0,A_g6p_c + A_h2o_c --> A_glc__D_c + A_pi_c,324.5588514,0.0
B_SERtex_num1,0.0,B_ser__L_e --> B_ser__L_p,,
A_MDDCP3pp_num2,0.0,A_h2o_p + A_murein5p5p_p --> A_ala__D_p + A_murein5p4p_p,305.0877141,0.0
B_5DGLCNtex_num4,0.0,B_5dglcn_e --> B_5dglcn_p,,
A_glcur_e_con_1,0.0,A_glcur_e --> glcur_e,,
A_CSNtex_num2,0.0,A_csn_e --> A_csn_p,,
A_ALDD3y_num3,0.0,A_h2o_c + A_nadp_c + A_ppal_c --> 2.0 A_h_c + A_nadph_c + A_ppa_c,282.12192319999997,0.0
A_RIBabcpp_num3,0.0,A_atp_c + A_h2o_c + A_rib__D_p --> A_adp_c + A_h_c + A_pi_c + A_rib__D_c,,
B_PNTK,6.740000000005075e-05,B_atp_c + B_pnto__R_c --> B_4ppan_c + B_adp_c + B_h_c,13.36641016,5.0424907804902165e-06
B_xylu__L_e_con_2_reverse,0.0,B_xylu__L_e --> xylu__L_e,,
A_PIt2rpp_num2,0.0964605999999949,A_h_p + A_pi_p --> A_h_c + A_pi_c,,
B_FE3DCITexs,0.0,2.0 B_cit_e + B_fe3_e --> B_fe3dcit_e,,
B_PLIPA1G180pp,0.0,B_h2o_p + B_pg180_p --> B_2agpg180_p + B_h_p + B_ocdca_p,161.80173290000002,0.0
B_23CUMPtex_reverse_num4,0.0,B_23cump_p --> B_23cump_e,,
B_ACPPAT180,0.0,B_h_c + B_ocdcaACP_c + B_pi_c --> B_ACP_c + B_ocdcap_c,207.006363,0.0
B_CU2tex_num1,0.0,B_cu2_e --> B_cu2_p,,
B_TMDK1,0.0,B_atp_c + B_thymd_c --> B_adp_c + B_dtmp_c + B_h_c,425.6151075,0.0
A_dmso_e_con_1,0.0,A_dmso_e --> dmso_e,,
A_12DGR120tipp,0.0,A_12dgr120_p --> A_12dgr120_c,,
A_EX_xmp_e,0.0,A_xmp_e --> ,,
A_D_LACt2pp_num1,0.0,A_h_p + A_lac__D_p --> A_h_c + A_lac__D_c,,
A_23CAMPtex_num3,0.0,A_23camp_e --> A_23camp_p,,
A_TDPDRE,0.0,A_dtdp4d6dg_c --> A_dtdp4d6dm_c,873.7105588,0.0
B_HYXNtex_reverse_num2,0.0,B_hxan_p --> B_hxan_e,,
A_TDPADGAT,0.0,A_accoa_c + A_dtdp4addg_c --> A_coa_c + A_dtdp4aaddg_c + A_h_c,1120.43866,0.0
A_EX_tartr__L_e,0.0,A_tartr__L_e --> ,,
B_his__L_e_con_2,0.0,his__L_e --> B_his__L_e,,
B_GLUR_reverse,0.0027788,B_glu__L_c --> B_glu__D_c,2438.5523510000003,1.1395285398980552e-06
A_CPPPGO,2.23e-05,A_cpppg3_c + 2.0 A_h_c + A_o2_c --> 2.0 A_co2_c + 2.0 A_h2o_c + A_pppg9_c,13.11087576,1.7008779892518788e-06
A_GLUABUTt7pp_reverse,0.0,A_4abut_p + A_glu__L_c --> A_4abut_c + A_glu__L_p,,
A_ALATA_L_num2,0.0,A_akg_c + A_ala__L_c --> A_glu__L_c + A_pyr_c,683.3070482,0.0
A_gam_e_con_1,0.0,A_gam_e --> gam_e,,
B_R5Ptex_num2,0.0,B_r5p_e --> B_r5p_p,,
B_5DKGR_num2,0.0,B_glcn_c + B_nad_c --> B_5dglcn_c + B_h_c + B_nadh_c,397.2848707,0.0
B_AGM4Pt2pp,0.0,B_anhgm4p_p + B_h_p --> B_anhgm4p_c + B_h_c,707.6335735,0.0
B_MLTGY3pp_num1,0.0,B_murein3p3p_p --> 2.0 B_anhgm3p_p,534.4554047,0.0
B_DALAtex_reverse_num2,0.0,B_ala__D_p --> B_ala__D_e,,
B_NADPHQR3,0.0,B_h_c + B_mqn8_c + B_nadph_c --> B_mql8_c + B_nadp_c,697.2827341,0.0
A_ACACT2r_num1,0.0,A_accoa_c + A_btcoa_c --> A_3ohcoa_c + A_coa_c,967.7097962000001,0.0
A_FUMtex_num2,0.0,A_fum_e --> A_fum_p,,
A_EX_o2_e,0.0,A_o2_e --> ,,
B_GALtex_reverse_num1,0.0,B_gal_p --> B_gal_e,,
B_ACMUMtex_num2,0.0,B_acmum_e --> B_acmum_p,,
B_URIt2pp_copy2,0.0,B_h_p + B_uri_p --> B_h_c + B_uri_c,,
B_EX_metglcur_e,0.0,B_metglcur_e --> ,,
B_SBTtex_reverse_num4,0.0,B_sbt__D_p --> B_sbt__D_e,,
A_TRE6PH,0.0,A_h2o_c + A_tre6p_c --> A_g6p_c + A_glc__D_c,491.3722528,0.0
B_MLTP1,0.0,B_maltpt_c + B_pi_c --> B_g1p_c + B_maltttr_c,136.3439156,0.0
A_PHDA,0.0,A_5phdt_c + A_h2o_c --> A_5phua_c,156.90889909999999,0.0
A_GLYALDtex_reverse_num4,0.0,A_glyald_p --> A_glyald_e,,
A_URATEtex_reverse_num2,0.0,A_urate_p --> A_urate_e,,
B_METDtex_num1,0.0,B_met__D_e --> B_met__D_p,,
A_EX_val__L_e,0.0,A_val__L_e --> ,,
A_CBPS,0.0,2.0 A_atp_c + A_gln__L_c + A_h2o_c + A_hco3_c --> 2.0 A_adp_c + A_cbp_c + A_glu__L_c + 2.0 A_h_c + A_pi_c,40.07168466,0.0
B_PYDAMtex_reverse_num4,0.0,B_pydam_p --> B_pydam_e,,
A_DDGLCNt2rpp_reverse,0.0,A_2ddglcn_c + A_h_c --> A_2ddglcn_p + A_h_p,,
B_GLYtex_num1,0.0,B_gly_e --> B_gly_p,,
A_FUMt2_3pp_num1,0.0,A_fum_p + 3.0 A_h_p --> A_fum_c + 3.0 A_h_c,,
B_Htex_num3,0.0,B_h_e --> B_h_p,,
B_XTSNtex_num4,0.0,B_xtsn_e --> B_xtsn_p,,
A_G3PD6,0.0,A_glyc3p_c + A_mqn8_c --> A_dhap_c + A_mql8_c,198.6090695,0.0
B_CYSDtex_reverse_num4,0.0,B_cys__D_p --> B_cys__D_e,,
B_EX_pppn_e,0.0,B_pppn_e --> ,,
B_EX_cys__D_e,0.0,B_cys__D_e --> ,,
A_gthrd_e_con_1,0.0,A_gthrd_e --> gthrd_e,,
A_PMEACPE,2e-07,A_h2o_c + A_pmeACP_c --> A_meoh_c + A_pimACP_c,0.505174531,3.959027776085568e-07
A_NO2t2rpp_num1,0.0,A_h_p + A_no2_p --> A_h_c + A_no2_c,,
A_PACCOAE,0.0,A_h_c + A_nadph_c + A_o2_c + A_phaccoa_c --> A_h2o_c + A_nadp_c + A_rephaccoa_c,168.0028577,0.0
B_TPRDCOAS,0.0,B_atp_c + B_dpcoa_c --> B_2tpr3dpcoa_c + B_ade_c,738.0804737999999,0.0
A_SSALx,0.0,A_h2o_c + A_nad_c + A_sucsal_c --> 2.0 A_h_c + A_nadh_c + A_succ_c,218.76418650000002,0.0
A_PG140abcpp,0.0,A_atp_c + A_h2o_c + A_pg140_c --> A_adp_c + A_h_c + A_pg140_p + A_pi_c,,
A_adocbl_e_con_1,0.0,A_adocbl_e --> adocbl_e,,
