,flux,formula,kcat_MW,enz_useUPBCe
A_DXYLONtpp,1000.0,A_dxylnt_p --> A_dxylnt_c,,
A_SUCRtex_reverse_num2,0.0,A_sucr_p --> A_sucr_e,,
A_GND,0.20748971314840692,A_6pgc_c + A_nadp_c --> A_co2_c + A_nadph_c + A_ru5p__D_c,11363.349409999999,1.8e-05
A_FRUURtex_reverse_num2,0.0,A_fruur_p --> A_fruur_e,,
B_DXYLK,0.0,B_atp_c + B_dxyl_c --> B_adp_c + B_dxyl5p_c + B_h_c,358.7064579,0.0
A_EX_crn_e,0.0,A_crn_e --> ,,
B_GLYtex_num2,0.0,B_gly_e --> B_gly_p,,
A_SUCASPtpp_num2,0.0,A_asp__L_p + A_succ_c --> A_asp__L_c + A_succ_p,,
B_EX_udpacgal_e,0.0,B_udpacgal_e --> ,,
A_SBTPD,0.0,A_nad_c + A_sbt6p_c --> A_f6p_c + A_h_c + A_nadh_c,146.79654330000002,0.0
B_UDPGALtex_num1,0.0,B_udpgal_e --> B_udpgal_p,,
A_PItex_num4,1000.0,A_pi_e --> A_pi_p,,
B_RBK,0.024322800000000012,B_atp_c + B_rib__D_c --> B_adp_c + B_h_c + B_r5p_c,919.0188109999999,2.6e-05
B_MINCYCtex_num1,0.0,B_mincyc_e --> B_mincyc_p,,
A_NADH9_num1,0.0,A_2dmmq8_c + A_h_c + A_nadh_c --> A_2dmmql8_c + A_nad_c,255.16674419999998,0.0
A_tmao_e_con_1,0.0,A_tmao_e --> tmao_e,,
B_cytd_e_con_2,0.0,cytd_e --> B_cytd_e,,
B_EX_udpgal_e,0.0,B_udpgal_e --> ,,
A_G1PP_num2,0.0,A_g1p_c + A_h2o_c --> A_glc__D_c + A_pi_c,431.2359153,0.0
B_PA180abcpp,0.0,B_atp_c + B_h2o_c + B_pa180_c --> B_adp_c + B_h_c + B_pa180_p + B_pi_c,,
A_UDPGALtex_reverse_num3,0.0,A_udpgal_p --> A_udpgal_e,,
A_FADtex_reverse_num4,0.0,A_fad_e --> A_fad_p,,
A_NACtex_num3,0.0,A_nac_e --> A_nac_p,,
A_GP4GH,0.0,A_gp4g_c + A_h2o_c --> 2.0 A_gdp_c + 2.0 A_h_c,346.0028524,0.0
B_GALtex_num3,0.0,B_gal_e --> B_gal_p,,
A_O2tpp,4.172374007488189,A_o2_p --> A_o2_c,,
B_tyrp_e_con_2,0.0,tyrp_e --> B_tyrp_e,,
A_ALAALAr_reverse_num1,0.0,A_adp_c + A_alaala_c + A_h_c + A_pi_c --> 2.0 A_ala__D_c + A_atp_c,510.7167256,0.0
A_MTAN,0.0,A_5mta_c + A_h2o_c --> A_5mtr_c + A_ade_c,193.6317974,0.0
A_CDGUNPD_num3,0.0,A_cdigmp_c + A_h2o_c --> A_5pg35pg_c + A_h_c,741.296644,0.0
A_PHEtex_reverse_num2,0.0,A_phe__L_p --> A_phe__L_e,,
B_HG2tex_reverse_num4,1000.0,B_hg2_p --> B_hg2_e,,
A_no_e_con_1,0.0,A_no_e --> no_e,,
A_val__L_e_con_1,0.0,A_val__L_e --> val__L_e,,
A_DHNCOAS,0.0,A_h_c + A_sbzcoa_c --> A_14dhncoa_c + A_h2o_c,138.3501414,0.0
A_METDtex_num1,0.0,A_met__D_e --> A_met__D_p,,
B_MANGLYCtex_num3,0.0,B_manglyc_e --> B_manglyc_p,,
B_LPLIPAL1E160pp,0.0,B_1agpe160_p + B_h2o_p --> B_g3pe_p + B_h_p + B_hdca_p,158.8964487,0.0
B_acser_e_con_2_reverse,0.0,B_acser_e --> acser_e,,
A_ABUTtex_reverse_num4,0.0,A_4abut_p --> A_4abut_e,,
A_COBALT2tex_reverse_num4,0.0,A_cobalt2_p --> A_cobalt2_e,,
B_NMNtex_reverse_num3,1000.0,B_nmn_p --> B_nmn_e,,
A_LPLIPAL2E120,0.0,A_2agpe120_c + A_h2o_c --> A_ddca_c + A_g3pe_c + A_h_c,238.59659330000002,0.0
A_DCMPtex_num1,0.0,A_dcmp_e --> A_dcmp_p,,
A_GLCRt2rpp_num2,0.0,A_glcr_p + A_h_p --> A_glcr_c + A_h_c,,
B_CYSDtex_num1,1000.0,B_cys__D_e --> B_cys__D_p,,
A_AGMt2pp,0.0,A_anhgm_p + A_h_p --> A_anhgm_c + A_h_c,642.0356436000001,0.0
A_ADK3,0.0,A_amp_c + A_gtp_c --> A_adp_c + A_gdp_c,424.87059189999997,0.0
B_5DKGR_reverse_num2,0.0,B_5dglcn_c + B_h_c + B_nadh_c --> B_glcn_c + B_nad_c,853.3698582000001,0.0
A_GLCDpp_num1,0.0,A_glc__D_p + A_h2o_p + A_q8_c --> A_glcn_p + A_h_p + A_q8h2_c,502.2836512,0.0
A_RBP4E_num2,0.0,A_ru5p__L_c --> A_xu5p__D_c,826.0617702999999,0.0
B_PMDPHT_num2,4.46e-05,B_5aprbu_c + B_h2o_c --> B_4r5au_c + B_pi_c,349.2253625,0.0
A_F6PA_num1,0.0,A_f6p_c --> A_dha_c + A_g3p_c,,
B_EX_amp_e,0.0,B_amp_e --> ,,
B_EX_etha_e,0.0,B_etha_e --> ,,
B_ala__L_e_con_2,0.0,ala__L_e --> B_ala__L_e,,
A_CYANtex_num4,1000.0,A_cyan_e --> A_cyan_p,,
A_TTRCYCtex_num2,1000.0,A_ttrcyc_e --> A_ttrcyc_p,,
A_MNLtex_reverse_num4,0.0,A_mnl_p --> A_mnl_e,,
B_THMDtex_reverse_num2,0.0,B_thymd_p --> B_thymd_e,,
B_DHPStex,1000.0,B_dhps_e --> B_dhps_p,,
A_F6PP_num4,0.0,A_f6p_c + A_h2o_c --> A_fru_c + A_pi_c,899.8657557,0.0
B_ALR2_num4,0.0,B_h_c + B_mthgxl_c + B_nadph_c --> B_acetol_c + B_nadp_c,257.8682184,0.0
A_ethso3_e_con_1,0.0,A_ethso3_e --> ethso3_e,,
A_THRtex_num4,0.0,A_thr__L_e --> A_thr__L_p,,
A_GLCtex_copy1,1000.0,A_glc__D_e --> A_glc__D_p,,
A_ARGt3pp,0.0,A_arg__L_c + A_h_p --> A_arg__L_p + A_h_c,,
A_BALAtex_reverse_num4,1000.0,A_ala_B_p --> A_ala_B_e,,
B_RNTR4c2_num3,0.0,2.0 B_flxr_c + 2.0 B_h_c + B_utp_c --> B_dutp_c + 2.0 B_flxso_c + B_h2o_c,67.67560565,0.0
A_G6Ptex_num3,1000.0,A_g6p_e --> A_g6p_p,,
B_COBALT2tex_reverse_num1,0.0,B_cobalt2_p --> B_cobalt2_e,,
A_GMAND,0.0,A_gdpmann_c --> A_gdpddman_c + A_h2o_c,218.1810679,0.0
B_URIC,0.0,2.0 B_h2o_c + B_o2_c + B_urate_c --> B_alltn_c + B_co2_c + B_h2o2_c,,
B_3HAD100_num1,0.035588,B_3hdecACP_c --> B_h2o_c + B_tdec2eACP_c,245.13698670000002,0.000145
A_TYRPtex_num4,0.0,A_tyrp_e --> A_tyrp_p,,
B_PLIPA2E180pp,0.0,B_h2o_p + B_pe180_p --> B_1agpe180_p + B_h_p + B_ocdca_p,140.21657,0.0
B_3HAD121_num1,0.015042800000000002,B_3hcddec5eACP_c --> B_h2o_c + B_t3c5ddeceACP_c,245.137205,6.1e-05
A_ACOLIPAabctex,0.0,A_acolipa_p + A_atp_c + A_h2o_c --> A_acolipa_e + A_adp_c + A_h_c + A_pi_c,,
A_GTHRDtex_reverse_num2,1000.0,A_gthrd_p --> A_gthrd_e,,
A_GALCTtex_num3,0.0,A_galct__D_e --> A_galct__D_p,,
B_ZN2tpp,3.41e-05,B_zn2_p --> B_zn2_c,,
A_SDPTA_num3,999.9629051000001,A_akg_c + A_sl26da_c --> A_glu__L_c + A_sl2a6o_c,,
B_XANtex_reverse_num1,1000.0,B_xan_p --> B_xan_e,,
B_CBL1tonex,0.0,B_cbl1_e + B_h_p --> B_cbl1_p + B_h_c,,
B_PGI,1.5572697763310037,B_g6p_c --> B_f6p_c,334082.2935,5e-06
B_EX_acser_e,0.0,B_acser_e --> ,,
B_MG2tpp,0.0,B_mg2_p --> B_mg2_c,,
A_mn2_e_con_1,0.0,A_mn2_e --> mn2_e,,
B_gly_e_con_2,0.0,gly_e --> B_gly_e,,
B_ALAALAr_num2,0.0,2.0 B_ala__D_c + B_atp_c --> B_adp_c + B_alaala_c + B_h_c + B_pi_c,270.04154960000005,0.0
A_UAAGDS,0.0027788,A_26dap__M_c + A_atp_c + A_uamag_c --> A_adp_c + A_h_c + A_pi_c + A_ugmd_c,539.89607,5e-06
A_GLYC2Ptex_reverse_num3,0.0,A_glyc2p_p --> A_glyc2p_e,,
A_HOMtex_num2,0.0,A_hom__L_e --> A_hom__L_p,,
B_HPPPNDO,0.0,B_dhpppn_c + B_o2_c --> B_h_c + B_hkndd_c,259.4751484,0.0
A_L_LACD2_num2,0.0,A_lac__L_c + A_q8_c --> A_pyr_c + A_q8h2_c,2189.423543,0.0
A_HYXNtex_num3,1000.0,A_hxan_e --> A_hxan_p,,
B_MALtex_num1,0.0,B_mal__L_e --> B_mal__L_p,,
B_CBLAT_reverse,0.0,B_adocbl_c + B_pppi_c --> B_atp_c + B_cbl1_c + B_h_c,1235.6871230000002,0.0
A_XANtpp_reverse,0.0,A_xan_c --> A_xan_p,,
B_METGLCURtex_num1,1000.0,B_metglcur_e --> B_metglcur_p,,
B_ACSERtex_num3,0.0,B_acser_e --> B_acser_p,,
B_FRUtex_reverse_num2,0.0,B_fru_p --> B_fru_e,,
B_G1PPpp_num2,0.0,B_g1p_p + B_h2o_p --> B_glc__D_p + B_pi_p,349.9346915,0.0
A_ACtex_num2,0.0,A_ac_e --> A_ac_p,,
A_GALURtex_reverse_num2,1000.0,A_galur_p --> A_galur_e,,
A_DTMPtex_num1,0.0,A_dtmp_e --> A_dtmp_p,,
B_dimp_e_con_2_reverse,0.0,B_dimp_e --> dimp_e,,
B_GLYC2Ptex_num4,0.0,B_glyc2p_e --> B_glyc2p_p,,
B_FRUptspp,0.0,B_fru_p + B_pep_c --> B_f1p_c + B_pyr_c,,
A_PMANM_reverse,0.0,A_man6p_c --> A_man1p_c,306.41276669999996,0.0
B_PYDXPP_num1,0.0,B_h2o_c + B_pydx5p_c --> B_pi_c + B_pydx_c,972.4715042000001,0.0
B_XANtex_reverse_num3,0.0,B_xan_p --> B_xan_e,,
B_NO2t2rpp_num1,0.0,B_h_p + B_no2_p --> B_h_c + B_no2_c,,
A_AKGtex_reverse_num1,1000.0,A_akg_p --> A_akg_e,,
A_FTHFD,0.0,A_10fthf_c + A_h2o_c --> A_for_c + A_h_c + A_thf_c,58.83641236,0.0
B_ACPPAT160,0.0063814,B_h_c + B_palmACP_c + B_pi_c --> B_ACP_c + B_hdcap_c,429.61812689999994,1.5e-05
B_uri_e_con_2,0.0,uri_e --> B_uri_e,,
A_GLCURt2rpp_num2,0.0,A_glcur_p + A_h_p --> A_glcur_c + A_h_c,,
A_34dhpactex_num3,0.0,A_34dhpac_e --> A_34dhpac_p,,
A_MNtex_num4,0.0,A_mn2_e --> A_mn2_p,,
B_NADH5_num4,0.0,B_h_c + B_nadh_c + B_q8_c --> B_nad_c + B_q8h2_c,229.20930819999998,0.0
A_CYSItex_num1,0.0,A_cysi__L_e --> A_cysi__L_p,,
B_cys__D_e_con_2,0.0,cys__D_e --> B_cys__D_e,,
B_CYTDtex_reverse_num3,1000.0,B_cytd_p --> B_cytd_e,,
A_EX_fuc__L_e,0.0,A_fuc__L_e --> ,,
A_PLIPA2A141pp,0.0,A_h2o_p + A_pa141_p --> A_1tdec7eg3p_p + A_h_p + A_ttdcea_p,140.50454109999998,0.0
A_PYDXPP_num1,0.0,A_h2o_c + A_pydx5p_c --> A_pi_c + A_pydx_c,972.4715042000001,0.0
A_MALTHXtexi,0.0,A_malthx_e --> A_malthx_p,,
A_MN2t3pp_num2,0.0,A_h_p + A_mn2_c --> A_h_c + A_mn2_p,,
A_EX_no_e,0.0,A_no_e --> ,,
B_GALCTNLt2pp,0.0,B_galctn__L_p + B_h_p --> B_galctn__L_c + B_h_c,,
A_CMPtex_num2,1000.0,A_cmp_e --> A_cmp_p,,
A_O2tex_num2,1000.0,A_o2_e --> A_o2_p,,
B_AMPtex_num1,0.0,B_amp_e --> B_amp_p,,
A_XPPT,0.0,A_prpp_c + A_xan_c --> A_ppi_c + A_xmp_c,153.79394169999998,0.0
A_DAGK120,0.0,A_12dgr120_c + A_atp_c --> A_adp_c + A_h_c + A_pa120_c,458.85054110000004,0.0
A_XANtpp,0.0,A_xan_p --> A_xan_c,,
A_VALt3pp_num1,0.0,A_h_p + A_val__L_c --> A_h_c + A_val__L_p,,
A_ISETACtex_num2,1000.0,A_isetac_e --> A_isetac_p,,
A_TREH,0.0,A_h2o_c + A_tre_c --> 2.0 A_glc__D_c,309.6631212,0.0
A_CRNDCAL2,0.0,A_atp_c + A_coa_c + A_crn__D_c --> A_adp_c + A_crnDcoa_c + A_pi_c,345.23105960000004,0.0
A_FEENTERES,0.0,A_feenter_c + A_h2o_c --> A_fe3dhbzs3_c,495.6662533,0.0
B_GLYCAt2rpp_num1,0.0,B_glyc__R_p + B_h_p --> B_glyc__R_c + B_h_c,,
B_MDDEP4pp_num1,0.0,B_h2o_p + B_murein4px4px4p_p --> B_murein4px4p4p_p,880.046527,0.0
A_DMSOR1_num2,0.0,A_dmso_c + A_mql8_c --> A_dms_c + A_h2o_c + A_mqn8_c,357.5974505,0.0
B_ASR,0.0,B_aso4_c + 2.0 B_gthrd_c --> B_aso3_c + B_gthox_c + B_h2o_c,414.5548893,0.0
B_AI2tex_reverse_num2,0.0,B_mththf_p --> B_mththf_e,,
B_ADSL2r_reverse,0.0,B_aicar_c + B_fum_c --> B_25aics_c,77.49908993,0.0
A_sel_e_con_1,0.0,A_sel_e --> sel_e,,
A_SKMtex_num2,1000.0,A_skm_e --> A_skm_p,,
A_ECOAH8_reverse_num2,0.0,A_h2o_c + A_od2coa_c --> A_3hodcoa_c,154.09706709999998,0.0
B_NTD7_num4,0.0,B_amp_c + B_h2o_c --> B_adn_c + B_pi_c,357.7216644,0.0
B_12ppd__S_e_con_2_reverse,0.0,B_12ppd__S_e --> 12ppd__S_e,,
A_DXYLONtex_reverse_num1,1000.0,A_dxylnt_p --> A_dxylnt_e,,
B_4HOXPACDtex_reverse_num4,1000.0,B_4hoxpacd_p --> B_4hoxpacd_e,,
B_DINStex_reverse_num4,1000.0,B_din_p --> B_din_e,,
A_RIBtex_num1,0.0,A_rib__D_e --> A_rib__D_p,,
B_GLCptspp_num2,0.0,B_glc__D_p + B_pep_c --> B_g6p_c + B_pyr_c,,
A_CTBTabcpp,0.0,A_atp_c + A_ctbt_p + A_h2o_c --> A_adp_c + A_ctbt_c + A_h_c + A_pi_c,,
B_MN6PP_num3,0.0,B_h2o_c + B_man6p_c --> B_man_c + B_pi_c,474.84257180000003,0.0
B_OMBZLM,0.0,B_2ombzl_c + B_amet_c --> B_2ommbl_c + B_ahcys_c + B_h_c,1341.6843820000001,0.0
B_SUCTARTtpp,0.0,B_succ_c + B_tartr__D_p --> B_succ_p + B_tartr__D_c,,
A_no3_e_con_1,0.0,A_no3_e --> no3_e,,
B_RNDR3b_num1,0.0,B_cdp_c + B_grxrd_c --> B_dcdp_c + B_grxox_c + B_h2o_c,75.96318673,0.0
A_TDP,0.0,A_h2o_c + A_thmpp_c --> A_h_c + A_pi_c + A_thmmp_c,9054.231155,0.0
A_PLIPA2A180pp,0.0,A_h2o_p + A_pa180_p --> A_1odecg3p_p + A_h_p + A_ocdca_p,140.2165204,0.0
A_CRNCAR_reverse,0.0,A_crnDcoa_c --> A_crncoa_c,735.6667345,0.0
B_13PPDH2_reverse,0.0,B_13ppd_c + B_nadp_c --> B_3hppnl_c + B_h_c + B_nadph_c,124.13526840000002,0.0
B_AGM3PApp_num3,0.0,B_anhgm3p_p + B_h2o_p --> B_LalaDgluMdap_p + B_anhgm_p,751.7774415,0.0
A_CYSabcpp,0.0,A_atp_c + A_cys__L_p + A_h2o_c --> A_adp_c + A_cys__L_c + A_h_c + A_pi_c,,
A_GTHRDtex_reverse_num1,1000.0,A_gthrd_p --> A_gthrd_e,,
B_PEAMNtex_reverse_num2,1000.0,B_peamn_p --> B_peamn_e,,
A_ISETACtex_num3,0.0,A_isetac_e --> A_isetac_p,,
A_FEENTERR3,0.0,2.0 A_feenter_c + A_rbflvrd_c --> 2.0 A_enter_c + 2.0 A_fe2_c + 2.0 A_h_c + A_ribflv_c,,
B_BUTSO3tex_reverse_num2,0.0,B_butso3_p --> B_butso3_e,,
A_ARBTNtex,0.0,A_arbtn_p + A_h_p --> A_arbtn_e + A_h_c,,
B_GALCTNLtex_reverse_num2,1000.0,B_galctn__L_p --> B_galctn__L_e,,
A_SUCCtex_reverse_num2,1000.0,A_succ_p --> A_succ_e,,
B_NTPP7_num1,0.0,B_dttp_c + B_h2o_c --> B_dtmp_c + B_h_c + B_ppi_c,581.3955091,0.0
B_gdp_e_con_2_reverse,0.0,B_gdp_e --> gdp_e,,
A_EX_k_e,0.0,A_k_e --> ,,
A_3OAS80_num2,0.0,A_h_c + A_hexACP_c + A_malACP_c --> A_3ooctACP_c + A_ACP_c + A_co2_c,108.02526759999999,0.0
B_PPTHpp,0.0,B_h2o_p + B_ppt_p --> B_h2_p + B_pi_p,62307.572089999994,0.0
B_FBA_reverse_num1,0.0,B_dhap_c + B_g3p_c --> B_fdp_c,,
A_ACLS_num2,0.0874367,A_h_c + 2.0 A_pyr_c --> A_alac__S_c + A_co2_c,1685.4620850000001,5.2e-05
A_Ftex_reverse_num4,0.0,A_f_e --> A_f_p,,
B_NTD9pp_num2,0.0,B_gmp_p + B_h2o_p --> B_gsn_p + B_pi_p,295.43048849999997,0.0
A_MMETtex_num3,0.0,A_mmet_e --> A_mmet_p,,
B_H2O2tex_reverse_num4,1000.0,B_h2o2_p --> B_h2o2_e,,
A_NO3R1pp_num1,0.0,2.0 A_h_c + A_no3_c + A_q8h2_c --> A_h2o_c + 2.0 A_h_p + A_no2_c + A_q8_c,1599.714657,0.0
A_FA141ACPHi,0.0,A_h2o_c + A_tdeACP_c --> A_ACP_c + A_h_c + A_ttdcea_c,20361.15656,0.0
B_3AMPtex_num4,0.0,B_3amp_e --> B_3amp_p,,
A_OCTNLL,0.0,A_atp_c + A_h_c + A_octa_c --> A_amp_c + A_octapb_c + A_ppi_c,590.1578883999999,0.0
B_fecrm_un_e_con_2_reverse,0.0,B_fecrm_un_e --> fecrm_un_e,,
B_nac_e_con_2_reverse,0.0,B_nac_e --> nac_e,,
A_CYTBD2pp,0.0,2.0 A_h_c + A_mql8_c + 0.5 A_o2_c --> A_h2o_c + 2.0 A_h_p + A_mqn8_c,283.79171560000003,0.0
B_SELtex_num4,0.0,B_sel_e --> B_sel_p,,
B_novbcn_e_con_2,0.0,novbcn_e --> B_novbcn_e,,
B_CO2tex_reverse_num3,0.0,B_co2_p --> B_co2_e,,
B_TREtex_num1,0.0,B_tre_e --> B_tre_p,,
A_ANHGMtex_reverse_num2,1000.0,A_anhgm_p --> A_anhgm_e,,
B_CRNCDH_reverse,0.0,B_ctbtcoa_c + B_h2o_c --> B_crncoa_c,516.9628126,0.0
B_PSSA181,0.0,B_cdpdodec11eg_c + B_ser__L_c --> B_cmp_c + B_h_c + B_ps181_c,346.6760148,0.0
B_ALLtex_reverse_num2,1000.0,B_all__D_p --> B_all__D_e,,
B_PYDXNtpp,0.0,B_pydxn_p --> B_pydxn_c,,
B_EX_LalaDglu_e,0.0,B_LalaDglu_e --> ,,
A_3cmp_e_con_1,0.0,A_3cmp_e --> 3cmp_e,,
A_PSD160,0.0063814,A_h_c + A_ps160_c --> A_co2_c + A_pe160_c,671.2231177,1e-05
B_LPLIPAL1G120pp,0.0,B_1agpg120_p + B_h2o_p --> B_ddca_p + B_g3pg_p + B_h_p,101.67843309999999,0.0
A_XTSNt2rpp,0.0,A_h_p + A_xtsn_p --> A_h_c + A_xtsn_c,,
A_3OAS161,0.015042800000000002,A_h_c + A_malACP_c + A_tdeACP_c --> A_3ocpalm9eACP_c + A_ACP_c + A_co2_c,109.12144540000001,0.000138
B_SKMtex_reverse_num4,1000.0,B_skm_p --> B_skm_e,,
A_mg2_e_con_1_reverse,0.039905,mg2_e --> A_mg2_e,,
B_3GMPtex_num4,0.0,B_3gmp_e --> B_3gmp_p,,
A_GLCURtex_reverse_num2,0.0,A_glcur_p --> A_glcur_e,,
B_PAPPT3,0.0027788,B_udcpp_c + B_ugmda_c --> B_uagmda_c + B_ump_c,6319.780914,0.0
B_AMALT2,0.0,B_malt_c + B_maltttr_c --> B_glc__D_c + B_maltpt_c,549.455597,0.0
B_cytd_e_con_2_reverse,0.0,B_cytd_e --> cytd_e,,
B_PDE1_num2,0.0,B_camp_c + B_h2o_c --> B_amp_c + B_h_c,3995.7220700000003,0.0
B_anhgm_e_con_2,0.0,anhgm_e --> B_anhgm_e,,
B_tartr__L_e_con_2_reverse,0.0,B_tartr__L_e --> tartr__L_e,,
B_4ABZGLUtex_num1,1000.0,B_4abzglu_e --> B_4abzglu_p,,
B_PRMICI_reverse,0.0,B_prlp_c --> B_prfp_c,1478.422819,0.0
B_EX_dtmp_e,0.0,B_dtmp_e --> ,,
B_NOtex_num2,0.0,B_no_e --> B_no_p,,
B_ACACtex_num3,1000.0,B_acac_e --> B_acac_p,,
B_NO3tex_reverse_num4,0.0,B_no3_p --> B_no3_e,,
B_AMPTASECG_num1,0.0,B_cgly_c + B_h2o_c --> B_cys__L_c + B_gly_c,292.4706478,0.0
A_SBTtex_reverse_num1,0.0,A_sbt__D_p --> A_sbt__D_e,,
A_MALt3pp,0.0,A_h_p + A_mal__L_c --> A_h_c + A_mal__L_p,,
B_3cmp_e_con_2,0.0,3cmp_e --> B_3cmp_e,,
B_ICHORS_copy2_reverse,0.0,B_ichor_c --> B_chor_c,114.2580163,0.0
A_3HAD121_num2,0.015042800000000002,A_3hcddec5eACP_c --> A_h2o_c + A_t3c5ddeceACP_c,91.00048041,0.000165
A_ISETACabcpp_num1,0.0,A_atp_c + A_h2o_c + A_isetac_p --> A_adp_c + A_h_c + A_isetac_c + A_pi_c,,
B_BTNtex_reverse_num1,0.0,B_btn_p --> B_btn_e,,
B_ttdcea_e_con_2_reverse,0.0,B_ttdcea_e --> ttdcea_e,,
A_G3PCtex_num2,0.0,A_g3pc_e --> A_g3pc_p,,
B_MLDEP2pp,0.0,B_h2o_p + B_murein5px3p_p --> B_murein5p3p_p,495.9959914,0.0
B_thymd_e_con_2,0.0,thymd_e --> B_thymd_e,,
A_G1SAT,0.0003568,A_glu1sa_c --> A_5aop_c,3.570948351,0.0001
B_DCAtex_reverse_num1,1000.0,B_dca_p --> B_dca_e,,
B_TYRtex_reverse_num4,1000.0,B_tyr__L_p --> B_tyr__L_e,,
A_NTD8_num4,0.0026166,A_dgmp_c + A_h2o_c --> A_dgsn_c + A_pi_c,490.70293269999996,5e-06
B_ACGAM1Ptex_num1,0.0,B_acgam1p_e --> B_acgam1p_p,,
B_RPNTPH,0.0,B_h2o_c + B_rpntp_c --> B_h_c + B_ppi_c + B_prpmn_c,20557.82549,0.0
A_DCYTD,0.0,A_dcyt_c + A_h2o_c + A_h_c --> A_duri_c + A_nh4_c,932.2910082000001,0.0
B_HSTPT,0.009473800000000001,B_glu__L_c + B_imacp_c --> B_akg_c + B_hisp_c,150.914059,6.3e-05
B_MALtex_num4,1000.0,B_mal__L_e --> B_mal__L_p,,
B_FORtex_num4,0.0,B_for_e --> B_for_p,,
B_glyb_e_con_2_reverse,0.0,B_glyb_e --> glyb_e,,
B_D_LACtex_reverse_num3,1000.0,B_lac__D_p --> B_lac__D_e,,
A_DAMPtex_reverse_num2,0.0,A_damp_p --> A_damp_e,,
A_R5Ptex_reverse_num4,0.0,A_r5p_p --> A_r5p_e,,
B_ECOAH5_num1,0.0,B_3hddcoa_c --> B_dd2coa_c + B_h2o_c,584.1850089,0.0
B_GNP_num1,0.0,B_6pgc_c + B_h2o_c --> B_glcn_c + B_pi_c,903.5657861999999,0.0
A_CELBpts_num1,0.0,A_cellb_e + A_pep_c --> A_6pgg_c + A_pyr_c,,
B_GUAtpp_reverse_num2,1000.0,B_gua_c --> B_gua_p,,
A_ALDD2y_num2,0.0,A_acald_c + A_h2o_c + A_nadp_c --> A_ac_c + 2.0 A_h_c + A_nadph_c,262.4078699,0.0
B_EX_maltpt_e,0.0,B_maltpt_e --> ,,
B_FTHFLi,0.09534015973969916,B_atp_c + B_for_c + B_thf_c --> B_10fthf_c + B_adp_c + B_pi_c,,
B_CHTBStex_num4,1000.0,B_chtbs_e --> B_chtbs_p,,
A_DAPabcpp,0.0,A_26dap__M_p + A_atp_c + A_h2o_c --> A_26dap__M_c + A_adp_c + A_h_c + A_pi_c,,
A_GLYBtex_reverse_num3,0.0,A_glyb_p --> A_glyb_e,,
A_3OAS140_num1,0.0205452,A_ddcaACP_c + A_h_c + A_malACP_c --> A_3omrsACP_c + A_ACP_c + A_co2_c,178.5931187,0.000115
A_2AGPE160tipp,0.0,A_2agpe160_p --> A_2agpe160_c,,
B_APPLDHr_reverse,0.0,B_appl_c + B_nad_c --> B_aact_c + B_h_c + B_nadh_c,65.60859878,0.0
A_CYTDtex_reverse_num2,0.0,A_cytd_p --> A_cytd_e,,
EX_fe3_e_reverse,444.5071226667467, --> fe3_e,,
A_NTD8pp_num1,0.0,A_dgmp_p + A_h2o_p --> A_dgsn_p + A_pi_p,151.9308139,0.0
A_LALALGLUtpp_num3,0.0,A_LalaLglu_p + A_h_p --> A_LalaLglu_c + A_h_c,,
A_PACOAT,0.0,A_h2o_c + A_phaccoa_c --> A_coa_c + A_h_c + A_pac_c,156.57423400000002,0.0
B_CSND,0.0,B_csn_c + B_h2o_c + B_h_c --> B_nh4_c + B_ura_c,53.72798405,0.0
A_BGLA1_num1,0.0,A_6pgg_c + A_h2o_c --> A_g6p_c + A_glc__D_c,693.5420694000001,0.0
A_NOVBCNtpp_num1,0.0,A_h_p + A_novbcn_p --> A_h_c + A_novbcn_e,,
A_FRUtex_num4,0.0,A_fru_e --> A_fru_p,,
A_CMtpp_num1,0.0,A_cm_p + A_h_p --> A_cm_e + A_h_c,,
A_LCADi,0.0,A_h2o_c + A_lald__L_c + A_nad_c --> 2.0 A_h_c + A_lac__L_c + A_nadh_c,108.69179650000001,0.0
B_PROGLYtex_num1,0.0,B_progly_e --> B_progly_p,,
B_NNATr,0.00022780000000000022,B_atp_c + B_h_c + B_nicrnt_c --> B_dnad_c + B_ppi_c,616.4383562,0.0
A_L_LACt2rpp_num2,0.0,A_h_p + A_lac__L_p --> A_h_c + A_lac__L_c,,
B_FE3tex_num2,1000.0,B_fe3_e --> B_fe3_p,,
A_TTRCYCtex_reverse_num2,0.0,A_ttrcyc_p --> A_ttrcyc_e,,
B_ALAGLUE_reverse,0.0,B_LalaLglu_c --> B_LalaDglu_c,641.3106601,0.0
A_FE3DCITtonex,0.0,A_fe3dcit_e + A_h_p --> A_fe3dcit_p + A_h_c,,
B_CTBTt2rpp,1000.0,B_ctbt_p + B_h_p --> B_ctbt_c + B_h_c,,
A_ACOTA_reverse_num4,0.0,A_acg5sa_c + A_glu__L_c --> A_acorn_c + A_akg_c,,
B_RPI_reverse_num2,0.3989685997830967,B_ru5p__D_c --> B_r5p_c,2662.589221,0.00015
A_2AGPE180tipp,0.0,A_2agpe180_p --> A_2agpe180_c,,
A_CYTDt2pp_copy1_num1,0.0,A_cytd_p + A_h_p --> A_cytd_c + A_h_c,,
B_HKNDDH,0.0,B_h2o_c + B_hkndd_c --> B_h_c + B_op4en_c + B_succ_c,600.6049482999999,0.0
B_EX_dcmp_e,0.0,B_dcmp_e --> ,,
